,comment,sentiment
434,steve here this video was very tender for me because of the meaning behind it lewis capaldi wrote it in order to emotionally process the death of his aunt who ended her own life have family member who died the same way he was suffering from such debilitating mental illness that know he wasn in his right mind when he took his life but like lewis words say played the blame game blamed myself for not doing more saying more not being more aware blamed the darkness that is pervasive in some aspects of this world right now even blamed him felt like his poor choices had led to his challenges but then one day as was praying my heart changed realized that maybe it was the other way around that his challenges had led to his poor choices instead the blame the anger and even the pain started to melt into compassion if you are struggling and considering suicide as an option to ease your pain or dispel your darkness know that your presence is priceless worth infinitely more than your absence watch the sunrise every day you can and consider it symbol of your total reset do over second chance to start again see it as light that breaks through the night yes night will come again and again but so does the sunrise it always will and which one is more beautiful more powerful more present more like who you really are inside for those of you like me that have felt devastated by this loss and this confusion there is still hope hope that one day all things will be made right hope that as mental illness inhibitions somehow are stripped away in the next life challenging barriers can crumble away too and allow for light to enter where darkness was before there is hope for reconciliation healing and for love to completely smother self loathing believe in second chances and third and fourth and fifth for everyone that what hope this instrumental version of this tune feels like to you if you are hurting wondering blaming searching praying hoping against hope this song is for you,positive
435,this should be the only band,positive
436,help is available speak with someone today 988 suicide and crisis lifeline hours available 24 hours languages english spanish learn more 988 it available to either call or chat please forward if you know someone who is struggling and could use this,positive
437,missed you guys,positive
438,pretty please will you guys do cover of ll be your mirror by the velvet background,neutral
439,steven m always so impressed with how you always play your cello with so much emotion can feel your sincerity and passion behind this song in particular with how expressive you were it was so beautiful,positive
440,stephen neppolhill albert einsten abrahaam lincoln mozart platto m edis sioen goodluckice studis amfun ti happenise,neutral
441,play cello and he they are just so inspiring for me,positive
442,beautiful,positive
443,where was this filmed,neutral
444,00 36,neutral
445,lovely,positive
446,really powerful song,positive
447,its been ten years now since ive stumbled upon this chanel first it was some good music like to listen to once in while but since my father passed away due to covid your songs becamce so much more to me it may mean nothing to you but your music still make me shed tear and remeber the good times had with my dad just let me say thanks for that,positive
